Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Display insufficient amount when user attempts to make transactions higher than account balance.,ZYG-116,10115,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 1:08 PM,11/Jul/24 5:37 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description





!VID_20240709_130157.mp4|width=720,height=1280,alt=""VID_20240709_130157.mp4""!



!VID_20240709_125427.mp4|width=1080,height=1920,alt=""VID_20240709_125427.mp4""!



h3. STEPS



h3. EXPECTED RESULT 

Insufficient balance error should be displayed as soon as user enters a higher amount than his/her account balance in a payment field.

h3. ACTUAL RESULT

On airtime and electricity payment, error is not displayed until user completes the flow. On Cable TV, no error is displayed.",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,09/Jul/24 1:08 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240709_125427.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10090,09/Jul/24 1:08 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240709_130157.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10089,,,,,,,,,,,,,,,,,,,,,,0|i000ol:,,,Bug Sprint,,,,,,,,,2024-07-09 14:36:09.373,,09/Jul/24 3:36 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] you can check balance when user inputs amount to transfer ,11/Jul/24 5:36 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,11/Jul/24 5:37 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Will create improvement ticket for next sprint.,,,,,,,,,,,In Progress,10/Jul/24 10:42 AM
Error message is overlapped by Account balance.,ZYG-115,10114,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 12:59 PM,11/Jul/24 6:09 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description

When user attempts to purchase very low amount on electricity payment, error message for minimum recharge amount is not visible.

!IMG_20240709_114257_735.jpg|width=3456,height=3456,alt=""IMG_20240709_114257_735.jpg""!

h3. STEPS



h3. EXPECTED RESULT 

Error message should be visible.

h3. ACTUAL RESULT",,ayokodipo,David Yamah,folaranmiaderinto,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,,09/Jul/24 12:59 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240709_114257_735.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10088,,,,,,,,,,,,,,,,,,,,,,,0|i000oj:,,,Bug Sprint,,,,,,,,,2024-07-09 12:03:59.43,,09/Jul/24 1:03 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] please fix this,09/Jul/24 1:43 PM;712020:af655a80-53c3-4600-8121-2d72f4132621;Would fix,11/Jul/24 6:08 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,,,,,,,,,,,In Progress,10/Jul/24 3:22 PM
Remove #100 fee comms for bill payment ,ZYG-114,10113,Task,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,folaranmiaderinto,712020:af655a80-53c3-4600-8121-2d72f4132621,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,09/Jul/24 12:55 PM,30/Jul/24 10:29 PM,30/Aug/24 9:02 PM,,,0,,"As part of MVP strategy, we will offer the bill payment service to users for free. 
All bill payment comms wrt the #100 fee charge should now show a 'free' sign.",,David Yamah,KELVIN OGUMOR,,,,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,5d2cab6f52a8370c567f05c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple,,,,,0|i000on:,,,,,,,,,,,,2024-07-09 11:58:17.558,,09/Jul/24 12:58 PM;5d2cab6f52a8370c567f05c4;All Charge has ben changed to fee and now *FREE*,,,,,,,,,,,,,In Progress,09/Jul/24 12:58 PM
Account balance should be LIVE without user having to refresh.,ZYG-113,10112,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 11:56 AM,11/Jul/24 6:10 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description

Until user refreshes the app, account balance is not updated in realtime.

This affects when user continues to carry out other transactions on the app without restarting the app.

h3. STEPS



h3. EXPECTED RESULT 

Account balance should be updated in real-time.

h3. ACTUAL RESULT",,ayokodipo,David Yamah,folaranmiaderinto,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000of:,,,Bug Sprint,,,,,,,,,2024-07-09 12:43:55.79,,09/Jul/24 1:43 PM;712020:af655a80-53c3-4600-8121-2d72f4132621;Alright ,11/Jul/24 6:10 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,,,,,,,,,,,,In Progress,10/Jul/24 3:22 PM
Electricity Payment - Token Number on App and Email aren't the same.,ZYG-112,10111,Bug,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Raymond Aderinto,5f6e4e4ded55c7006af8793c,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 11:52 AM,25/Jul/24 12:57 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description



!IMG_20240709_114815_304.jpg|width=3456,height=3456,alt=""IMG_20240709_114815_304.jpg""!

h3. 

!IMG_20240709_114734_345.jpg|width=3456,height=3456,alt=""IMG_20240709_114734_345.jpg""!



h3. EXPECTED RESULT 
Token should be the same.

h3. ACTUAL RESULT

Token for the same electricity transaction is different, that on app varies from that on Email.

Note that that on app has incomplete digits.",,ayokodipo,David Yamah,Zeeshan Rafique,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,6371350a5fce844d60662eb2,,,,,,,,,,,,,,,,,09/Jul/24 11:52 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240709_114734_345.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10085,09/Jul/24 11:52 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240709_114815_304.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10084,,,,,,,,,,,,,,,,,,,,,,0|i000rf:,,,Bug Sprint,,,,,,,,,2024-07-09 11:03:27.427,,"09/Jul/24 12:03 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:6371350a5fce844d60662eb2] looks like we are sending a different token via email and mobile. The email is the correct one. Can you check this.
[~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] ","09/Jul/24 3:51 PM;6371350a5fce844d60662eb2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] 
Raymond has to get back regarding this token - like what token he has mapped on the frontend on this fields",24/Jul/24 10:30 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] ,,,,,,,,,,,In Progress,25/Jul/24 12:57 PM
"Electricity Token  - ""Copy"" is not functional.",ZYG-111,10110,Bug,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,folaranmiaderinto,712020:af655a80-53c3-4600-8121-2d72f4132621,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 11:17 AM,25/Jul/24 12:57 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description



!VID_20240709_111423.mp4|width=720,height=1280,alt=""VID_20240709_111423.mp4""!



h3. STEPS



h3. EXPECTED RESULT 

User should be able to copy the token so user can paste it elsewhere.

h3. ACTUAL RESULT",,ayokodipo,David Yamah,Edward French,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,70121:74964859-65d0-4408-b9d7-c71f323c2149,,,,,,,,,,,,,,,,,09/Jul/24 11:17 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240709_111423.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10083,,,,,,,,,,,,,,,,,,,,,,,0|i000rh:,,,Bug Sprint,,,,,,,,,2024-07-09 10:46:56.93,,09/Jul/24 11:46 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] [~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] ,24/Jul/24 10:29 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] ,"25/Jul/24 12:57 PM;70121:74964859-65d0-4408-b9d7-c71f323c2149;flutter: ║    {
flutter: ║         status: true,
flutter: ║         error: null,
flutter: ║         data: {
flutter: ║             message: ""Transaction successful"",
flutter: ║             transaction_id: 594,
flutter: ║             details: {
flutter: ║                 data: ""{units=15.2KWH, token=41418467296364940907}"",
flutter: ║                 message: ""Request successful"",
flutter: ║                 responseCode: ""00"",
flutter: ║                 responseMessage: ""Transaction successful""
flutter: ║            }
flutter: ║        }
flutter: ║    }",,,,,,,,,,,In Progress,25/Jul/24 12:57 PM
"Define requirements for ""Report a Problem"" Textbox.",ZYG-110,10109,Story,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 11:12 AM,09/Jul/24 3:34 PM,30/Aug/24 9:02 PM,,,0,,"To get decsriptive information on a customer’s report, I suggest the textbox should not be submitted empty.

Add an error message when user attempts to submit an empty textbox. Define minimum requirements and make the textbox mandatory.

",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,09/Jul/24 12:17 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240709_110831.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10086,,,,,,,,,,,,,,,,,,,,,,,0|i000nr:,,,Bug Sprint,,,,,,,,,2024-07-09 10:47:39.938,,09/Jul/24 11:47 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;Please can you share what the textbox currently looks like [~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] ,"09/Jul/24 12:17 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;



!VID_20240709_110831.mp4|width=720,height=1280,alt=""VID_20240709_110831.mp4""!

[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,,,,,,,,,,,To Do,09/Jul/24 11:12 AM
Improve Flow for Electricity Payment.,ZYG-109,10108,Story,Peer Review,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 11:05 AM,29/Jul/24 2:44 PM,30/Aug/24 9:02 PM,,,0,,"Here’s an attached video comparing a competitor app (Palmpay) to Zyggy’s.

1. Fetch name of the customer to avoid wrong recharge issues especially for customers who purchase large volumes.

*Current implementation on Zyggy: User has to tap on “Save this meter number” to see the name associated with the meter. In real-life, user’s won’t know to do this.*

2. Avoid multiple transactions so we do not overwhelm Customer Care with avoidable issues in the future. Timeframe can be defined.

",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,09/Jul/24 12:21 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240709_105955 (1).mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10087,,,,,,,,,,,,,,,,,,,,,,,0|i000nj:,,,Bug Sprint,,,,,,,,,2024-07-09 10:48:52.97,,"09/Jul/24 11:48 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;Yeah we should do a name enquiry once the meter number is updated. [~accountid:5f6e4e4ded55c7006af8793c] [~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] [~accountid:6371350a5fce844d60662eb2] 
Cant find attachement [~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] ","09/Jul/24 12:21 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;





!VID_20240709_105955 (1).mp4|width=720,height=1280,alt=""VID_20240709_105955 (1).mp4""!

[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,,,,,,,,,,,In Progress,29/Jul/24 9:01 AM
Tapping on PUSH notification for money received resets transaction history.,ZYG-108,10107,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 10:42 AM,11/Jul/24 5:26 PM,10/Jul/24 8:02 AM,,,0,,"h3. Description

h3. STEPS



!VID_20240709_104019.mp4|width=720,height=1280,alt=""VID_20240709_104019.mp4""!



h3. EXPECTED RESULT 

Transaction history should be displayed and amount updated immediately.

h3. ACTUAL RESULT

Transaction history was reset and user had to refresh app for account balance to be updated.",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,09/Jul/24 10:44 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240709_104019.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10082,,,,,,,,,,,,,,,,,,,,,,,0|i000nb:,,,Bug Sprint,,,,,,,,,2024-07-09 10:49:43.165,,09/Jul/24 10:49 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;not reproducible for money sent push notification.,09/Jul/24 11:49 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] [~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] can you do an automatic refresh here after an action. ,"10/Jul/24 8:03 AM;62b2b7970c77011bdfdcd453;Generally, When you credit the app, the grey screen shows and then the previous debit transactions are cleared

[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",11/Jul/24 5:25 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,,,,,,,,,,In Progress,10/Jul/24 3:22 PM
User not Found Error,ZYG-107,10106,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,09/Jul/24 10:34 AM,24/Jul/24 1:09 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description

This may be related to user’s attempt to login to another device.

h3. STEPS

Attempt to login an existing user on another device
Send money to Zyggy account
Tap on push notification on main device

h3. EXPECTED RESULT 

Notifications for transactions should lead to transaction history.

h3. ACTUAL RESULT



!IMG_20240709_102450_823.jpg|width=3456,height=3456,alt=""IMG_20240709_102450_823.jpg""!",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,09/Jul/24 10:34 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240709_102450_823.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10081,,,,,,,,,,,,,,,,,,,,,,,0|i000n3:,,,Bug Sprint,,,,,,,,,2024-07-09 10:50:26.727,,09/Jul/24 11:50 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] please can you check this out ,24/Jul/24 1:09 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Issue is fixed.,,,,,,,,,,,,In Progress,24/Jul/24 12:32 PM
Update Company's URL in Receipt and Email Templates from .com to .co,ZYG-106,10105,Story,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Michael David,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,Michael David,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,Michael David,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,09/Jul/24 10:23 AM,10/Jul/24 7:55 AM,30/Aug/24 9:02 PM,,,0,,"Since receipt and email templates are generated on the backend, we need to update the company's URL by changing the domain from .com to .co in all instances where it appears. This includes all relevant templates and code files to ensure consistency across our communications.

h3. Tasks:

# *Identify All Instances*:
#* Search the backend codebase for all instances of the company's URL that currently end with {{.com}}.
# *Update URLs in Code*:
#* Modify the URL from {{.com}} to {{.co}} in the identified instances.",,Michael David,,,,,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0000k:,,,Bug Sprint,,,,,,,,,,,"09/Jul/24 10:40 AM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;Changes have been made and PR has been created with the ticket ID name

[~accountid:6371350a5fce844d60662eb2] help merge.

cc [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,,,,,,,,,,,,In Progress,09/Jul/24 10:40 AM
"Implement encryption(hashing) on all user PII (passwords, passcodes, transaction PIN, BVN, NIN, address etc.)",ZYG-105,10104,Story,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Michael David,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,08/Jul/24 5:04 PM,19/Jul/24 10:16 AM,30/Aug/24 9:02 PM,,,0,,"Current implementation: transaction PIN of users is visible to the BE and whoever BE grants access to.

*Proposed solution:* 

*encrypt all user data.*

*Enforce GDPR data guidelines.*",,ayokodipo,David Yamah,Edward French,Michael David,Zeeshan Rafique,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,70121:74964859-65d0-4408-b9d7-c71f323c2149,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,6371350a5fce844d60662eb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impediment,,,,,,,,0|i0000k:i,,,Bug Sprint,,,,,,,,,2024-07-09 14:44:25.386,,09/Jul/24 3:44 PM;6371350a5fce844d60662eb2;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] Transaction PIN and Password are already encrypted. I am sending you after decoding the pins.,"10/Jul/24 2:49 AM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] I dont think we want to hash IDs, this is because we might need to retirve them for other purpose in the future.
I will suggest we look into Encryping it instead

cc [~accountid:6371350a5fce844d60662eb2] [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] ","10/Jul/24 7:30 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Yes [~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a]. Very correct, I'm more concerned about the passwords and PINs.",10/Jul/24 8:58 AM;70121:74964859-65d0-4408-b9d7-c71f323c2149;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] [~accountid:6371350a5fce844d60662eb2] All data should be encrypted at rest with DB level encryption. Passwords and PINs should be hashed by the application before being stored (one way mathematical function). This is so that in the event of a data breach an attacker would not be able to see the value of the PINs/passwords.,"12/Jul/24 10:39 AM;6371350a5fce844d60662eb2;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] 

What is remaining on this?

We talked to Ed and explained we are already doing that",15/Jul/24 10:05 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] ,"15/Jul/24 3:04 PM;70121:74964859-65d0-4408-b9d7-c71f323c2149;As discussed the PIN is already hashed. All other data to be encrypted at rest by the database, encrypting data in the backend code shouldn’t be required.",,,,,,,In Progress,12/Jul/24 10:37 AM
Define Number of Tries for Invalid Transaction PIN,ZYG-104,10103,Story,Peer Review,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Michael David,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,08/Jul/24 1:27 PM,15/Jul/24 8:41 PM,30/Aug/24 9:02 PM,,,0,,"Current implementation: user can enter an invalid transaction pin multiple times and keeps trying with no limit.



Solution:

* in the backend count the number of transaction PIN failed entries
* if the number reaches 3 then lock the account, email that they must contact support
* if they enter the correct PIN (and it’s not locked) then reset the count to 0



In transaction endpoint:

{code:java}int concurrentIncorrectPinEntries; (from DB)

if ( concurrentIncorrectPinEntries > 2 ) {
  send email to contact support
  return “locked, contact support”
} 
else if ( !pinIsCorrect ) {
  concurrentIncorrectPinEntries++;
  return ""incorrect PIN""
}
else if ( pinIsCorrect ) {
  concurrentIncorrectPinEntries = 0
  continue processing request…
}{code}",,ayokodipo,David Yamah,folaranmiaderinto,Zeeshan Rafique,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,6371350a5fce844d60662eb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000p7:,,,Bug Sprint,,,,,,,,,2024-07-09 14:38:11.946,,09/Jul/24 3:38 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:6371350a5fce844d60662eb2] can you set this at 3 tries and account is locked after. ,09/Jul/24 4:46 PM;6371350a5fce844d60662eb2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] this will be handled on FE. [~accountid:5f6e4e4ded55c7006af8793c] will restrict user for some time if he enters invalid transaction PIN for multiple times.,10/Jul/24 4:20 PM;712020:af655a80-53c3-4600-8121-2d72f4132621;how can front end lock account [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [~accountid:6371350a5fce844d60662eb2] ,10/Jul/24 4:20 PM;712020:af655a80-53c3-4600-8121-2d72f4132621;it should be set from the server,,,,,,,,,,In Progress,10/Jul/24 4:22 PM
